Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,team,match_url
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,,
Matteo Ruggeri,3.0,it ITA,"DF,MF",23-148,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/b724cfc7/Athletic-Club-Atletico-Madrid-December-6-2025-La-Liga
Marc Pubill,18.0,es ESP,CB,22-169,90,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,,,db3b9613_summary,https://fbref.com/en/matches/b724cfc7/Athletic-Club-Atletico-Madrid-December-6-2025-La-Liga
Nahuel Molina,16.0,ar ARG,RB,27-244,90,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,,,db3b9613_summary,https://fbref.com/en/matches/b724cfc7/Athletic-Club-Atletico-Madrid-December-6-2025-La-Liga
Jan Oblak,13.0,si SVN,GK,32-333,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/b724cfc7/Athletic-Club-Atletico-Madrid-December-6-2025-La-Liga
16 Players,,,,,990,0,0,0,0,7,3,2,0,12,9,2,17,12,13,0,,,db3b9613_summary,https://fbref.com/en/matches/b724cfc7/Athletic-Club-Atletico-Madrid-December-6-2025-La-Liga
Rafa Mir,10.0,es ESP,FW,28-172,90,2,0,0,0,3,3,0,0,1,1,0,1,0,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Grady Diangana,19.0,cd COD,FW,27-232,45,0,0,0,0,1,0,0,0,1,1,1,0,2,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Rodrigo Mendoza,30.0,es ESP,MF,20-267,45,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Germán Valera,11.0,es ESP,LM,23-266,70,1,0,0,0,1,1,0,0,2,0,0,4,2,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Adrià Pedrosa,3.0,es ESP,"DF,MF",27-208,20,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Aleix Febas,14.0,es ESP,CM,29-308,90,0,0,0,0,3,2,0,0,4,3,0,2,1,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Marc Aguado,8.0,es ESP,CM,25-288,81,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
John Donald,18.0,es ESP,"DF,MF",25-099,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Álvaro Núñez,15.0,es ESP,CM,25-153,90,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Héctor Fort,39.0,es ESP,RM,19-127,58,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Josan,17.0,es ESP,"DF,MF",36-004,32,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Pedro Bigas,6.0,es ESP,CB,35-083,58,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Léo Pétrot,21.0,fr FRA,DF,28-236,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
David Affengruber,22.0,at AUT,CB,24-263,90,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Víctor Chust,23.0,es ESP,CB,25-277,90,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Iñaki Peña,13.0,es ESP,GK,26-280,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
16 Players,,,,,990,3,2,0,0,11,6,0,0,18,11,2,13,14,8,0,,,6c8b07df_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Vladyslav Vanat,19.0,ua UKR,FW,23-337,65,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Thomas Lemar,11.0,fr FRA,MF,30-025,25,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Yaser Asprilla,10.0,co COL,FW,22-018,65,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Joel Roca,3.0,es ESP,FW,20-183,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Bryan Gil,21.0,es ESP,LM,24-299,90,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Axel Witsel,20.0,be BEL,CM,36-329,65,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Jhon Solis,22.0,co COL,MF,21-065,25,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Iván Martín,23.0,es ESP,CM,26-296,90,0,0,0,0,0,0,1,0,2,4,0,0,3,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Viktor Tsyhankov,15.0,ua UKR,RM,28-022,82,0,0,0,0,1,1,0,0,1,4,0,5,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Juan Arango,32.0,ve VEN,MF,19-189,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Álex Moreno,24.0,es ESP,LB,32-182,90,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Daley Blind,17.0,nl NED,CB,35-273,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Vitor Reis,12.0,br BRA,CB,19-329,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Alejandro Francés,16.0,es ESP,RB,23-128,71,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Hugo Rincón,2.0,es ESP,"DF,MF",22-314,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Paulo Gazzaniga,13.0,ar ARG,GK,33-339,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
16 Players,,,,,990,0,0,0,0,8,4,3,0,13,18,1,9,7,3,0,,,9024a00a_summary,https://fbref.com/en/matches/24f37536/Elche-Girona-December-7-2025-La-Liga
Hugo Duro,9.0,es ESP,FW,26-027,90,1,0,0,0,3,1,0,0,0,2,1,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Arnaut Danjuma,7.0,nl NED,AM,28-310,62,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Diego López,16.0,es ESP,MF,23-208,28,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Domingos André Ribeiro Almeida,10.0,pt POR,AM,25-191,62,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Filip Ugrinic,23.0,ch SUI,"FW,MF",26-336,28,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Luis Rioja,11.0,es ESP,AM,32-052,67,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Largie Ramazani,17.0,be BEL,"FW,MF",24-283,23,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
José Luis García Vayá,18.0,es ESP,DM,27-118,90,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Javier Guerra,8.0,es ESP,DM,22-340,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Lucas Beltrán,15.0,ar ARG,"FW,MF",24-253,28,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
José Luis Gayà,14.0,es ESP,LB,30-196,76,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Jesus Vazquez,21.0,es ESP,DF,22-339,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Copete,3.0,es ESP,CB,26-058,90,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
César Tárrega,5.0,es ESP,CB,23-284,90,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Thierry Correia,12.0,pt POR,RB,26-273,90,0,0,0,0,1,0,1,0,2,1,0,2,0,2,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Julen Agirrezabala,25.0,es ESP,GK,24-346,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
16 Players,,,,,990,1,1,0,0,11,3,3,0,12,17,3,19,4,7,1,,,dcc91a7b_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Akor Adams,9.0,ng NGA,FW,25-312,90,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Djibril Sow,20.0,ch SUI,LM,28-304,90,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Batista Mendy,19.0,fr FRA,CM,25-329,90,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Lucien Agoume,18.0,fr FRA,CM,23-301,85,0,0,0,0,1,0,1,0,1,2,0,1,1,1,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Alexis Sánchez,10.0,cl CHI,"FW,MF",36-353,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Peque,14.0,es ESP,RM,23-064,80,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Joan Jordán,8.0,es ESP,MF,31-154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Joaquín Martínez Gauna,36.0,es ESP,LB,22-151,84,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Alfon,17.0,es ESP,FW,26-217,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Castrin,32.0,es ESP,CB,22-340,90,0,0,0,0,1,0,1,0,2,1,0,0,1,3,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Nemanja Gudelj,6.0,rs SRB,CB,34-021,90,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
César Azpilicueta,3.0,es ESP,CB,36-101,90,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Carmona,2.0,es ESP,RB,23-312,90,0,0,0,0,0,0,1,0,5,3,0,2,2,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Odysseas Vlachodimos,1.0,gr GRE,GK,31-225,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
14 Players,,,,,990,0,0,0,0,4,1,6,0,18,12,3,8,13,9,0,,,ad2be733_summary,https://fbref.com/en/matches/8a1ed565/Valencia-Sevilla-December-7-2025-La-Liga
Roberto Férnandez,9.0,es ESP,FW,23-157,79,1,0,1,1,1,1,0,0,0,2,0,0,0,1,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Kiké,19.0,es ESP,FW,36-012,11,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Pere Milla,11.0,es ESP,AM,33-075,88,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Rubén,2.0,es ESP,DF,24-306,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Edu Expósito,8.0,es ESP,AM,29-128,79,0,0,0,0,0,0,0,0,0,4,0,15,1,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Ramón Terrats,14.0,es ESP,MF,25-050,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Tyrhys Dolan,24.0,eng ENG,AM,23-344,86,0,0,0,0,3,1,2,1,3,3,0,1,1,1,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Pol Lozano,10.0,es ESP,DM,26-062,55,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Charles Pickel,18.0,cd COD,"DF,MF",28-206,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Urko González,4.0,es ESP,DM,24-262,90,0,0,0,0,1,0,1,0,5,3,0,0,2,2,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Carlos Romero,22.0,es ESP,LB,24-039,90,0,0,0,0,1,0,0,0,2,1,0,3,2,2,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Leandro Cabrera,6.0,uy URU,CB,34-173,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Fernando Calero,5.0,es ESP,CB,30-084,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Omar El Hilali,23.0,ma MAR,RB,22-086,90,0,0,0,0,0,0,0,0,2,2,0,1,3,3,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Marko Dmitrović,13.0,rs SRB,GK,33-317,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
15 Players,,,,,986,1,0,1,1,9,2,4,1,19,20,1,22,11,11,0,,,a8661628_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Jorge de Frutos,19.0,es ESP,FW,28-290,69,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Álvaro García,18.0,es ESP,MF,33-041,21,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Francisco Perez,21.0,es ESP,AM,23-089,69,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Iván Balliu,20.0,al ALB,DF,33-340,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Gerard Gumbau,15.0,es ESP,AM,30-354,51,0,0,0,0,2,0,1,0,4,0,0,1,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Sergio Camello,10.0,es ESP,FW,24-300,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Isaac Palazón Camacho,7.0,es ESP,AM,30-345,90,0,0,0,0,1,1,0,0,1,6,0,2,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Unai López,17.0,es ESP,DM,30-038,63,0,0,0,0,1,1,2,1,3,1,0,0,3,1,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Óscar Valentín,23.0,es ESP,DM,31-109,90,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Pep Chavarría,3.0,es ESP,LB,27-241,90,0,0,0,0,0,0,1,0,3,4,0,4,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Nobel Mendy,32.0,fr FRA,CB,21-095,85,0,0,0,0,0,0,1,0,3,1,0,1,0,2,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Randy Nteka,11.0,ao ANG,"FW,MF",28-001,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Florian Lejeune,24.0,fr FRA,CB,34-201,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Andrei Ratiu,2.0,ro ROU,RB,27-170,90,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Augusto Batalla,13.0,ar ARG,GK,29-221,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
15 Players,,,,,963,0,0,0,0,6,2,8,1,22,17,1,20,5,6,0,,,98e8af82_summary,https://fbref.com/en/matches/cb17eccc/Espanyol-Rayo-Vallecano-December-7-2025-La-Liga
Vinicius Júnior,7.0,br BRA,FW,25-148,90,0,0,0,0,4,1,0,0,0,0,1,3,1,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Kylian Mbappé,10.0,fr FRA,FW,26-352,90,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Jude Bellingham,5.0,eng ENG,LM,22-161,90,0,0,0,0,2,1,1,0,2,1,0,1,0,1,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Aurélien Tchouaméni,14.0,fr FRA,CM,25-314,90,0,0,0,0,2,1,0,0,0,2,0,1,2,2,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Arda Güler,15.0,tr TUR,CM,20-285,73,0,0,0,0,4,2,0,0,1,0,0,10,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Gonzalo García,16.0,es ESP,MF,21-258,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Federico Valverde,8.0,uy URU,RM,27-138,90,0,0,0,0,4,1,1,0,0,0,1,2,1,1,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Fran Garcia,20.0,es ESP,LB,26-115,63,0,0,0,0,0,0,2,1,3,1,0,1,0,2,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Álvaro Carreras,18.0,es ESP,CB,22-259,89,0,0,0,0,0,0,1,1,0,4,0,2,2,2,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Éder Militão,3.0,br BRA,CB,27-323,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Antonio Rüdiger,22.0,de GER,DF,32-279,67,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Raúl Asencio,17.0,es ESP,RB,22-297,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Rodrygo,11.0,br BRA,"FW,MF",24-332,37,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Thibaut Courtois,1.0,be BEL,GK,33-210,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
14 Players,,,,,962,0,0,0,0,23,7,6,2,6,11,2,27,8,9,0,,,53a2f082_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Borja Iglesias,7.0,es ESP,FW,32-324,87,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Iago Aspas,10.0,es ESP,"FW,MF",38-128,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
Bryan Zaragoza,15.0,es ESP,AM,24-089,70,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/2a8f1453/Real-Madrid-Celta-Vigo-December-7-2025-La-Liga
